id,heroname_en,heroname_ja,slug,URL,Icon,wp_id
undead_running_skeleton_costume_roman,Tyrum C,タイラム-コス,tyrum2,https://bbcamp.info/herodb/tyrum2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Tyrum2.jpg,9321
royal_female_knight_costume_winter,Sonya C,ソーニャ-コス,sonya2,https://bbcamp.info/herodb/sonya2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Sonya2.jpg,9210
nomad_female_shaman_costume_native,Hawkmoon C,ホークムーン-コス,hawkmoon2,https://bbcamp.info/herodb/hawkmoon2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Hawkmoon2.jpg,9268
blackguard_knight_costume_elegant,Rigard C,リガルド-コス,rigard2,https://bbcamp.info/herodb/rigard2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Rigard2.jpg,9255
cultist_inventor_costume_steam,Quintus C,クインタス-コス,quintus2,https://bbcamp.info/herodb/quintus2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Quintus2.jpg,9179
nordic_ice_enchantress_costume_aqua,Isarnia C,イサルニア-コス,isarnia2,https://bbcamp.info/herodb/isarnia2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Isarnia2.jpg,9099
lizardman_warrior_costume_dinosaur,Isshtak C,イシュターク-コス,isshtak2,https://bbcamp.info/herodb/isshtak2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Isshtak2.jpg,9362
lizardman_trapper_costume_shaman,Kashhrek C,カシュレック-コス,kashhrek2,https://bbcamp.info/herodb/kashhrek2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Kashhrek2.jpg,9231
forest_friar_costume_explorer,Friar Tuck C,フライアータック-コス,friar_tuck2,https://bbcamp.info/herodb/frair_tuck2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Friar_Tuck2.jpg,9360
exalted_warrior_costume_ice,Magni C,マグニ-コス,magni2,https://bbcamp.info/herodb/magni2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Magni2.jpg,9104
dwarven_smasher_costume_smith,Karil C,カリル-コス,karil2,https://bbcamp.info/herodb/karil2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Karil2.jpg,9282
dwarven_guard_costume_ram,Boril C,ボリル-コス,boril2,https://bbcamp.info/herodb/boril2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Boril2.jpg,9212
cultist_sorceress_costume_shaman,Sartana C,サルタナ-コス,sartana2,https://bbcamp.info/herodb/sartana2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Sartana2.jpg,9186
blackguard_skulker_costume_doctor,Renfeld C,レンフェルド-コス,renfeld2,https://bbcamp.info/herodb/renfeld2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Renfeld2.jpg,9324
forest_archer_costume_warrior,Berden C,ベルデン-コス,berden2,https://bbcamp.info/herodb/berden2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Berden2.jpg,9358
elven_captain_costume_mask,Caedmon C,ケドモン-コス,caedmon2,https://bbcamp.info/herodb/caedmon2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Caedmon2.jpg,9229
dwarwen_brewmaster_costume_guitarist,Kiril C,キリル-コス,kiril2,https://bbcamp.info/herodb/kiril2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Kiril2.jpg,9213
cultist_mage_costume_voodoo,Balthazar C,バルサザール-コス,balthazar2,https://bbcamp.info/herodb/balthazar2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Balthazar2.jpg,9325
blackguard_female_captain_costume_musketeer,Prisca C,プリスカ-コス,prisca2,https://bbcamp.info/herodb/prisca2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Prisca2.jpg,9323
nomad_female_swordmaster_costume_native,Azar C,アザール-コス,azar2,https://bbcamp.info/herodb/azar2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Azar2.jpg,9270
magitech_sniper_costume_steampunk,Domitia C,ドミシア-コス,domitia2,https://bbcamp.info/herodb/domitia2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Domitia2.jpg,9187
lionman_barbarian_costume_armor,Azlar C,アズラル-コス,azlar2,https://bbcamp.info/herodb/azlar2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Azlar2.jpg,9078
goblin_fighter_costume_evil,Carver C,カーヴァー-コス,carver2,https://bbcamp.info/herodb/carver2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Carver2.jpg,9361
forest_woodsman_warrior_costume_camouflage,Little John C,リトルジョン-コス,little_john2,https://bbcamp.info/herodb/little_john2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Little_John2.jpg,9230
forest_male_elf_costume_dark,Elkanen C,エルカネン-コス,elkanen2,https://bbcamp.info/herodb/elkanen2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Elkanen2.jpg,9133
forest_female_spirit_costume_autumn,Belith C,ベリス-コス,belith2,https://bbcamp.info/herodb/belith2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Belith2.jpg,9359
forest_female_elf_costume_mage,Kadilen C,カディレン-コス,kadilen2,https://bbcamp.info/herodb/kadilen2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Kadilen2.jpg,9132
nomad_female_captain_costume_pirate,Marjana C,マリャーナ-コス,marjana2,https://bbcamp.info/herodb/marjana2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Marjana2.jpg,17847
nomad_mage_costume_goggles,Jahangir C,ジャハンギル-コス,jahangir2,https://bbcamp.info/herodb/jahangir2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Jahangir2.jpg,17863
oriental_warrior_king_costume_roman,Leonidas C,レオニダス-コス,leonidas2,https://bbcamp.info/herodb/leonidas2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Leonidas2.jpg,17846
orc_troopmaster_costume_merchant,Gormek C,ゴルメク-コス,gormek2,https://bbcamp.info/herodb/gormek2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Gormek2.jpg,17854
nordic_chained_werewolf_costume_raccoon,Graymane C,グレイメイン-コス,graymane2,https://bbcamp.info/herodb/graymane2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Graymane2.jpg,17862
nordic_ancestral_warrior_costume_corrupted,Grimm C,グリム-コス,grimm2,https://bbcamp.info/herodb/grimm2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Grimm2.jpg,17853
oriental_female_guard_costume_soldier,Dawa C,ダワ-コス,dawa2,https://bbcamp.info/herodb/dawa2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Dawa2.jpg,17860
nomad_female_assassin_costume_poison,Scarlett C,スカーレット-コス,scarlett2,https://bbcamp.info/herodb/scarlett2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Scarlett2.jpg,17858
undead_captain_warrior_costume_prince,Cyprian C,サイプリアン-コス,cyprian2,https://bbcamp.info/herodb/cyprian2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Cyprian2.jpg,17852
exalted_female_statue_costume_sungoddess,Justice C,ジャスティス-コス,justice2,https://bbcamp.info/herodb/justice2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Justice2.jpg,17839
undead_horned_skeleton_costume_fool,Oberon C,オベロン-コス,oberon2,https://bbcamp.info/herodb/oberon2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Oberon2.jpg,17866
oriental_panda_berserker_costume_farmer,Gan Ju C,ガンジュ-コス,gan_ju2,https://bbcamp.info/herodb/gan_ju2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Gan_Ju2.jpg,17861
royal_knight_commander_costume_king,Thorne C,ソーン-コス,thorne2,https://bbcamp.info/herodb/thorne2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Thorne2.jpg,17849
nordic_swordman_costume_climber,Valen C,ヴァレン-コス,valen2,https://bbcamp.info/herodb/Valen2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Valen2.jpg,17868
oriental_panda_warrior_costume_armor,Hu Tao C,フタオ-コス,hu_tao2,https://bbcamp.info/herodb/hu_tao2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Hu_Tao2.jpg,17855
undead_female_warrior_costume_princess,Sabina C,サビーナ-コス,sabina2,https://bbcamp.info/herodb/sabina2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Sabina2.jpg,17857
nomad_female_berserker_costume_shaman,Kelile C,ケリレ-コス,kelile2,https://bbcamp.info/herodb/kelile2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Kelile2.jpg,17856
oriental_female_mage_costume_mender,Kailani C,カイラニ-コス,kailani2,https://bbcamp.info/herodb/kailani2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Kailani2.jpg,17864
nordic_mage_costume_hermit,Ulmer C,ウルマー-コス,ulmer2,https://bbcamp.info/herodb/ulmer2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Ulmer2.jpg,17867
tribal_chief_costume_conqueror,Khagan C,カーガン-コス,khagan2,https://bbcamp.info/herodb/khagan2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Khagan2.jpg,17845
nomad_axe_adventurer_costume_magma,Colen C,コレン-コス,colen2,https://bbcamp.info/herodb/colen2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Colen2.jpg,17851
orc_warrior_costume_urukhai,Nashgar C,ナシュガル-コス,nashgar2,https://bbcamp.info/herodb/nashgar2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Nashgar2.jpg,17865
underworld_champion_costume_champion,Obakan C,オバカン-コス,obakan2,https://bbcamp.info/herodb/obakan2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Obakan2.jpg,17848
oriental_falconer_costume_dodo,Chao C,カオ-コス,chao2,https://bbcamp.info/herodb/chao2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Chao2.jpg,17850
oriental_monkey_captain_costume_warrior,Wu Kong C,ウコン-コス,wu_kong2,https://bbcamp.info/herodb/wu_kong2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Wu_Kong2.jpg,17859
s2_poseidon_costume_slayer,Poseidon C,ポセイドン-コス,poseidon2,https://bbcamp.info/herodb/poseidon2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Poseidon2.jpg,41220
s2_ariel_costume_enchanter,Ariel C,アリエル-コス,ariel2,https://bbcamp.info/herodb/ariel2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Ariel2.jpg,41223
s2_cursed_samurai_costume_beetle,Kageburado C,カゲブラド-コス,kageburado2,https://bbcamp.info/herodb/kageburado2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Kageburado2.jpg,41222
s2_ursena_costume_reef,Ursena C,ウルセナ-コス,ursena2,https://bbcamp.info/herodb/ursena2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Ursena2.jpg,41221
easter_killhare_costume_farmer,Killhare C,キルハイア-コス,killhare2,https://bbcamp.info/herodb/killhare,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Killhare2.jpg,50194
rabbit_blue_costume_riftbreaker,Master Lepus C,マスターレプス-コス,master_lepus2,https://bbcamp.info/herodb/master_lepus2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Master_Lepus2.jpg,50195
sand_queen_costume_surfer,Rana C,ラナ-コス,rana2,https://bbcamp.info/herodb/rana2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Rana2.jpg,32511
sand_king_costume_lifeguard,Yunan C,ユナン-コス,yunan2,https://bbcamp.info/herodb/yunan2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Yunan2.jpg,32512
fire_god_doom_costume_avenger,Gravemaker C,グレイブメイカー-コス,gravemaker2,https://bbcamp.info/herodb/gravemaker2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Gravemaker2.jpg,37637
dark_god_seshat_costume_revenant,Seshat C,セシャット-コス,seshat2,https://bbcamp.info/herodb/Seshat2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Seshat2.jpg,37635
holy_god_drake_lee_costume_serene,Drake Fong C,ドレイクフォン-コス,drake_fong2,https://bbcamp.info/herodb/drake_fong2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Drake_Fong2.jpg,37638
pirate_commodore_finley_costume_bleak,Finley C,フィンリー-コス,finley2,https://bbcamp.info/herodb/finley2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Finley2.jpg,43778
ice_god_athena_costume_wargoddess,Athena C,アテネ-コス,athena2,https://bbcamp.info/herodb/athena2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Athena2.jpg,37639
forest_god_oberon_costume_everoak,Alberich C,アルベリッヒ-コス,alberich2,https://bbcamp.info/herodb/alberich2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Alberich2.jpg,37640
ice_god_eskimo_costume_champion,Alasie C,アラシー-コス,alasie2,https://bbcamp.info/herodb/alasie2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Alasie2.jpg,37636
pirate_marie_therese_costume_priestess,Marie-Thérèse C,マリア・テレジア-コス,marie-therese2,https://bbcamp.info/herodb/marie-therese2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Marie-Therese2.jpg,43777
fables_rumpelstiltskin_costume_eternal,Rumpelstiltskin C,ルンペルシュティルツヒェン-コス,rumpelstiltskin2,https://bbcamp.info/herodb/rumpelstiltskin2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Rumpelstiltskin2.jpg,43784
fables_snow_white_costume_slayer,Snow White C,雪白姫-コス,snow_white2,https://bbcamp.info/herodb/snow_white2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Snow_White2.jpg,43783
wonderland_white_rabbit_costume_mask,White Rabbit C,白ウサギ-コス,white_rabbit2,https://bbcamp.info/herodb/white_rabbit2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/White_Rabbit2.jpg,43785
wonderland_jabberwocky_costume_moth,Jabberwock C,ジャッバーワック-コス,jabberwock2,https://bbcamp.info/herodb/jabberwock2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Jabberwock2.jpg,43786
knights_black_knight_costume_negative,Black Knight C,ブラックナイト-コス,black_knight2,https://bbcamp.info/herodb/black_knight2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Black_Knight2.jpg,43782
knights_lady_of_the_lake_costume_blades,Lady of the Lake C,湖の麗人-コス,lady_of_the_lake2,https://bbcamp.info/herodb/lady_of_the_lake2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Lady_of_the_lake2.jpg,43781
guardian_gorilla_chieftain_costume_conqueror,Guardian Kong C,ガーディアンコング-コス,guardian_kong2,https://bbcamp.info/herodb/guardian_kong2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Guardian_Kong2.jpg,43780
guardian_cat_warrior_costume_fierce,Guardian Panther C,ガーディアンパンサー-コス,guardian_panther2,https://bbcamp.info/herodb/guardian_panther2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Guardian_Panther2.jpg,43779
vampire_king_costume_mafia,Victor C,ヴィクター-コス,victor2,https://bbcamp.info/herodb/victor2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Victor2.jpg,37679
halloween_vanda_costume_mafia,Vanda C,ヴァンダ-コス,vanda2,https://bbcamp.info/herodb/vanda2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Vanda2.jpg,37681
halloween_francine_costume_mafia,Francine C,フランシーン-コス,francine2,https://bbcamp.info/herodb/francine2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Francine2.jpg,37682
halloween_frank_costume_mafia,Frank C,フランク-コス,frank2,https://bbcamp.info/herodb/frank2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Frank2.jpg,37680
christmas_mrs_claus_costume_fangirl,Mother North C,マザーノース-コス,mother_north2,https://bbcamp.info/herodb/mother_north2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Mother_North2.jpg,42108
christmas_santa_costume_metal,Santa Claus C,サンタクロース-コス,santa_claus2,https://bbcamp.info/herodb/Santa_claus2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Santa_Claus2.jpg,42107
christmas_krampus_costume_eager_devil,Krampus C,クランパス-コス,krampus2,https://bbcamp.info/herodb/krampus2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Krampus2.jpg,42106
rabbit_green_costume_egg_hunter,Jack O'Hare C,ジャックオヘヤ-コス,jack_ohare2,https://bbcamp.info/herodb/jack_ohare2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/jack_ohare2.jpg,50196
s2_fox_girl_costume_white_kitsune,Inari C,イナリ-コス,inari2,https://bbcamp.info/herodb/inari2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Inari2.jpg,51618
s2_rugged_fisherman_costume_sake_master,Wilbur C,ウィルバー-コス,wilbur2,https://bbcamp.info/herodb/wilbur2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Wilbur2.jpg,51620
s2_atlantean_robot_costume_sentinel,Gadeirus C,ガデイルス-コス,gadeirus2,https://bbcamp.info/herodb/gadeirus2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Gadeirus2.jpg,51621
s2_ghost_woman_costume_yurei,Ameonna C,アメオンナ-コス,ameonna2,https://bbcamp.info/herodb/ameonna2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Ameonna2.jpg,51619
s2_merman_costume_leutenant,Mnesseus C,ムネセウス-コス,mnesseus2,https://bbcamp.info/herodb/mnesseus2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Mnesseus2.jpg,51623
s2_merwoman_costume_emissary,Melia C,メリア-コス,melia2,https://bbcamp.info/herodb/melia2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Melia2.jpg,51622
sand_roc_costume_juice,Roc C,ロク-コス,roc2,https://bbcamp.info/herodb/roc2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Roc2.jpg,55590
s3_skadi_costume_ravager,Skadi C,スカジ-コス,skadi2,https://bbcamp.info/herodb/skadi2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Skadi2.jpg,59370
s3_baldur_costume_fiery,Baldur C,バルドル-コス,baldur2,https://bbcamp.info/herodb/baldur2,https://bbcamp.info/wp-content/uploads/camp-img/herocard/Baldur2.jpg,59365
s3_sif_costume_golden,Sif C,シフ-コス,sif2,https://bbcamp.info/herodb/sif2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Sif2.jpg,59369
s3_gefjon_costume_wilderness,Gefjon C,ゲフジョン-コス,gefjon2,https://bbcamp.info/herodb/gefjon2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Gefjon2.jpg,59367
s3_freya_costume_witch,Freya C,フレヤ-コス,freya2,https://bbcamp.info/herodb/freya2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Freya2.jpg,59366
s3_heimdall_costume_dreaded,Heimdall C,ヘインダール-コス,heimdall2,https://bbcamp.info/herodb/heimdall2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Heimdall2.jpg,59368
s3_gullinbursti_costume_toxic,Gullinbursti C,グリンバースティ-コス,gullinbursti2,https://bbcamp.info/herodb/gullinbursti2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Gullinbursti2.jpg,59371
s3_sumle_costume_unhallowed,Sumle C,サムル-コス,sumle2,https://bbcamp.info/herodb/sumle2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Sumle2.jpg,59372
s3_kvasir_costume_captain,Kvasir C,クヴァシル-コス,kvasir2,https://bbcamp.info/herodb/kvasir2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Kvasir2.jpg,59374
s3_bjorn_costume_viking,Bjorn C,ビョルン-コス,bjorn2,https://bbcamp.info/herodb/bjorn2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Bjorn2.jpg,59373
nomad_female_berserker_costume_sorceress,Kelile C2,ケリレ-コス2,kelile3,https://bbcamp.info/herodb/kelile3,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Kelile3.jpg,63268
forest_male_elf_costume_king,Elkanen C2,エルカネン-コス2,elkanen3,https://bbcamp.info/herodb/elkanen3,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Elkanen3.jpg,63257
nordic_ice_enchantress_costume_ruler,Isarnia C2,イサルニア-コス2,isarnia3,https://bbcamp.info/herodb/isarnia3,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Isarnia3.jpg,63259
underworld_champion_costume_vampire,Obakan C2,オバカン-コス2,obakan3,https://bbcamp.info/herodb/obakan3,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Obakan3.jpg,63265
oriental_enchanted_monk_costume_stoneguard,Joon C2,ジューン-コス2,joon3,https://bbcamp.info/herodb/joon3,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Joon3.jpg,63260
exalted_warrior_costume_underworld,Magni C2,マグニ-コス2,magni3,https://bbcamp.info/herodb/magni3,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Magni3.jpg,63264
tribal_chief_costume_leopard,Khagan C2,カーガン-コス2,khagan3,https://bbcamp.info/herodb/khagan3,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Khagan3.jpg,63262
exalted_female_statue_costume_thorns,Justice C2,ジャスティス-コス2,justice3,https://bbcamp.info/herodb/justice3,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Justice3.jpg,63261
magitech_sniper_costume_undead,Domitia C2,ドミシア-コス2,domitia3,https://bbcamp.info/herodb/domitia3,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Domitia3.jpg,63256
forest_titan_costume_nightmare,Horghall C2,ホルグホル-コス2,horghall3,https://bbcamp.info/herodb/horghall3,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Horghall3.jpg,63258
oriental_warrior_king_costume_mage,Leonidas C2,レオニダス-コス2,leonidas3,https://bbcamp.info/herodb/leonidas3,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Leonidas3.jpg,63263
oriental_female_mystic_costume_scribe,Vivica C2,ビビカ-コス2,vivica3,https://bbcamp.info/herodb/vivica3,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Vivica3.jpg,63267
cultist_inventor_costume_love_doctor,Quintus C2,クインタス-コス2,quintus3,https://bbcamp.info/herodb/quintus3,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Quintus3.jpg,63266
dwarwen_brewmaster_costume_wood_carver,Kiril C2,キリル-コス2,kiril3,https://bbcamp.info/herodb/kiril3,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Kiril3.jpg,68404
elven_captain_costume_cavalier,Caedmon C2,ケドモン-コス2,caedmon3,https://bbcamp.info/herodb/caedmon3,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Caedmon3.jpg,68405
oriental_female_templar_costume_fireworks,Li Xiu C2,リシウ-コス2,li_xiu3,https://bbcamp.info/herodb/li_xiu3,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Lixiu3.jpg,68403
undead_captain_warrior_costume_reveller,Cyprian C2,サイプリアン-コス2,cyprian3,https://bbcamp.info/herodb/cyprian3,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Cyprian3.jpg,68406
guardian_gazelle_costume_bandalore,Guardian Gazelle C,ガーディアンガゼル-コス,guardian_gazelle2,https://bbcamp.info/herodb/guardian_gazelle2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Guardian_Gazelle2.jpg,75085
guardian_jackal_assassin_costume_bones,Guardian Jackal C,ガーディアンジャッカル-コス,guardian_jackal2,https://bbcamp.info/herodb/guardian_jackal_cos,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Guardian_Jackal2.jpg,75086
knights_guinevere_costume_rider,Guinevere C,ギネヴィア-コス,guinevere2,https://bbcamp.info/herodb/guinevere2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Guinevere2.jpg,81607
knights_merlin_costume_astrology,Merlin C,メルリン-コス,merlin2,https://bbcamp.info/herodb/merlin2,https://bbcamp.info/wp-content/uploads/camp-img/faceicon/Merlin2.jpg,81606
nomad_female_archer,Sharan,シャラン,,,,
nomad_scout,Tudan,トゥダン,,,,
trainer_red_common,Trainer Hero,トレーナー英雄,,,,
nomad_female_thief,Jill,ジル,,,,
nomad_fighter,Farid,ファリド,,,,
nomad_shaman,Shaarkot,シャーコット,,,,
orc_skirmisher,Zudak,ズダク,,,,
trainer_red_uncommon,Trainer Hero,トレーナー英雄,,,,
